id,Gender,Customer Type,Type of Travel,Class,Flight Distance,Age,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
68103,Female,disloyal Customer,Business travel,Eco,813,26,1,1,1,1,2,1,5,2,4,4,2,3,5,2,5,0,neutral or dissatisfied
50848,Female,Loyal Customer,Personal Travel,Eco,250,64,2,5,2,2,4,5,4,3,3,2,3,4,3,3,59,49,neutral or dissatisfied
43096,Male,Loyal Customer,Personal Travel,Eco,173,43,4,4,4,2,4,4,4,4,2,4,3,2,3,4,0,0,neutral or dissatisfied
5843,Female,Loyal Customer,Business travel,Business,1565,46,2,2,2,2,4,4,5,4,4,5,4,3,4,3,6,0,satisfied
69888,Male,Loyal Customer,Personal Travel,Eco,2248,7,1,4,0,1,4,0,4,4,4,3,5,3,5,4,0,0,neutral or dissatisfied
17549,Female,disloyal Customer,Business travel,Eco,970,42,3,2,2,4,2,2,4,2,4,5,4,1,3,2,0,0,neutral or dissatisfied
39790,Male,Loyal Customer,Business travel,Business,272,60,2,3,3,3,3,3,4,2,2,2,2,1,2,2,0,15,neutral or dissatisfied
42891,Female,Loyal Customer,Business travel,Eco,368,47,4,1,1,1,2,4,3,4,4,4,4,3,4,2,0,0,satisfied
78774,Male,Loyal Customer,Business travel,Business,432,18,2,1,1,1,2,2,2,2,3,1,3,4,4,2,0,0,neutral or dissatisfied
80277,Female,Loyal Customer,Business travel,Business,2488,58,1,1,1,1,5,4,4,4,5,4,4,4,5,4,241,242,satisfied
118430,Male,Loyal Customer,Business travel,Business,1962,48,4,4,4,4,3,5,5,4,4,4,4,4,4,3,0,0,satisfied
98053,Male,disloyal Customer,Business travel,Eco,251,55,3,3,3,3,5,3,1,5,1,2,4,2,3,5,22,13,neutral or dissatisfied
101745,Male,Loyal Customer,Business travel,Business,1590,17,3,3,3,3,5,5,5,5,5,4,5,3,5,5,78,77,satisfied
103274,Male,Loyal Customer,Personal Travel,Eco,888,16,2,5,2,2,4,2,4,4,2,3,2,4,1,4,0,0,neutral or dissatisfied
4118,Male,disloyal Customer,Business travel,Business,431,35,3,3,3,5,5,3,5,5,4,3,4,3,5,5,0,32,neutral or dissatisfied
50368,Male,disloyal Customer,Business travel,Eco,372,16,0,0,0,3,3,0,3,3,4,4,1,4,1,3,0,0,satisfied
9593,Female,Loyal Customer,Personal Travel,Eco,228,16,1,4,1,5,2,1,2,2,3,2,4,5,5,2,14,3,neutral or dissatisfied
81572,Male,Loyal Customer,Personal Travel,Eco,936,48,2,1,1,2,4,1,2,4,4,1,2,2,3,4,28,36,neutral or dissatisfied
2299,Female,disloyal Customer,Business travel,Eco,672,20,4,4,4,4,4,4,5,4,2,5,4,2,3,4,0,0,neutral or dissatisfied
43696,Female,Loyal Customer,Business travel,Business,1511,41,3,3,3,3,5,2,1,4,4,4,4,2,4,5,1,0,satisfied
4070,Female,disloyal Customer,Business travel,Eco Plus,425,22,1,1,1,3,5,1,5,5,4,1,4,4,4,5,0,0,neutral or dissatisfied
8808,Male,disloyal Customer,Business travel,Eco,552,20,3,3,3,4,1,3,1,1,1,1,3,2,3,1,0,32,neutral or dissatisfied
74407,Male,Loyal Customer,Business travel,Business,1602,23,4,4,4,4,3,3,3,3,4,4,5,4,5,3,0,1,satisfied
103172,Male,Loyal Customer,Personal Travel,Eco,272,20,0,4,0,5,4,0,4,4,4,3,4,4,5,4,6,3,satisfied
63901,Male,Loyal Customer,Business travel,Eco,1172,68,4,5,5,5,4,4,4,4,1,3,4,2,4,4,26,14,neutral or dissatisfied
20575,Male,Loyal Customer,Personal Travel,Eco,533,65,4,4,4,3,2,4,2,2,1,4,4,1,4,2,0,0,neutral or dissatisfied
71935,Female,Loyal Customer,Business travel,Eco Plus,244,61,2,3,3,3,5,3,3,3,3,2,3,2,3,2,104,87,neutral or dissatisfied
122570,Female,Loyal Customer,Business travel,Business,728,44,4,4,4,4,5,4,5,5,5,4,5,5,5,3,0,0,satisfied
109856,Female,disloyal Customer,Business travel,Eco,1165,27,2,2,2,3,1,2,1,1,2,1,4,2,4,1,16,10,neutral or dissatisfied
55362,Male,Loyal Customer,Business travel,Business,413,40,1,1,1,1,3,5,5,3,3,4,3,5,3,5,16,25,satisfied
120351,Female,Loyal Customer,Personal Travel,Business,337,7,2,4,2,3,1,2,1,1,4,2,5,3,4,1,0,1,neutral or dissatisfied
106853,Male,Loyal Customer,Business travel,Business,3554,45,2,2,5,2,5,5,4,4,4,4,4,4,4,3,5,0,satisfied
110224,Male,Loyal Customer,Business travel,Eco,1041,41,2,5,2,2,2,2,2,2,1,3,3,4,3,2,3,2,neutral or dissatisfied
130,Female,Loyal Customer,Business travel,Business,1868,39,1,1,1,1,4,5,4,4,4,4,4,3,4,4,54,49,satisfied
5127,Male,disloyal Customer,Business travel,Eco Plus,303,27,4,4,4,3,2,4,2,2,5,2,5,3,1,2,0,0,neutral or dissatisfied
92926,Female,disloyal Customer,Business travel,Business,151,27,0,0,0,1,4,0,4,4,3,2,4,5,5,4,0,0,satisfied
72483,Male,Loyal Customer,Business travel,Business,3592,50,3,4,3,3,5,5,4,2,2,2,2,3,2,3,39,34,satisfied
101575,Female,Loyal Customer,Business travel,Business,1099,54,4,4,4,4,4,4,4,5,5,5,5,5,5,3,11,11,satisfied
99884,Male,Loyal Customer,Business travel,Business,738,30,1,1,1,1,4,4,4,4,5,3,5,5,5,4,10,22,satisfied
49649,Female,Loyal Customer,Business travel,Eco,304,33,0,0,0,2,1,0,1,1,3,4,3,3,4,1,32,22,satisfied
38626,Female,disloyal Customer,Business travel,Eco,987,24,4,5,5,4,5,4,5,5,2,2,4,3,4,5,5,0,satisfied
115067,Female,disloyal Customer,Business travel,Business,337,25,3,0,2,4,3,2,3,3,4,5,4,3,4,3,0,0,neutral or dissatisfied
49123,Female,disloyal Customer,Business travel,Eco,86,33,4,3,4,3,3,4,3,3,2,5,2,5,5,3,23,17,neutral or dissatisfied
125831,Male,disloyal Customer,Business travel,Business,992,25,4,0,4,2,1,4,1,1,4,2,5,4,5,1,6,24,satisfied
15205,Male,disloyal Customer,Business travel,Eco,529,9,2,4,2,1,3,2,2,3,5,3,4,5,5,3,0,0,neutral or dissatisfied
119695,Female,Loyal Customer,Business travel,Business,1303,46,4,4,3,4,3,5,4,5,5,5,5,5,5,3,0,0,satisfied
77514,Female,disloyal Customer,Business travel,Eco,1521,23,1,2,2,2,4,1,4,4,4,2,5,5,4,4,0,0,neutral or dissatisfied
42030,Male,Loyal Customer,Business travel,Eco,116,37,2,4,4,4,2,2,2,2,3,2,4,4,3,2,0,0,neutral or dissatisfied
86906,Female,Loyal Customer,Business travel,Business,341,47,2,2,2,2,3,5,5,4,4,4,4,5,4,5,0,0,satisfied
66945,Male,Loyal Customer,Business travel,Business,964,51,5,5,2,5,3,5,4,5,5,5,5,3,5,4,0,0,satisfied
19239,Male,Loyal Customer,Business travel,Business,3754,22,3,3,3,3,5,5,5,5,2,3,5,5,2,5,0,0,satisfied
122451,Female,disloyal Customer,Business travel,Business,808,19,5,5,5,4,1,5,1,1,5,2,5,4,5,1,81,66,satisfied
118364,Female,Loyal Customer,Business travel,Eco Plus,602,52,4,1,5,5,3,4,4,4,4,4,4,1,4,1,21,8,neutral or dissatisfied
22586,Male,Loyal Customer,Business travel,Eco,300,59,5,5,5,5,5,5,5,5,4,4,4,2,3,5,0,0,satisfied
122245,Female,Loyal Customer,Business travel,Business,144,36,2,3,3,3,2,3,3,2,2,1,2,2,2,4,0,0,neutral or dissatisfied
109882,Male,disloyal Customer,Business travel,Business,1011,10,4,3,4,1,5,4,3,5,4,3,5,5,4,5,0,0,satisfied
5848,Male,Loyal Customer,Business travel,Business,1020,38,4,4,4,4,3,5,4,3,3,3,3,3,3,4,0,0,satisfied
77106,Female,disloyal Customer,Business travel,Business,1481,44,2,3,3,3,4,2,4,4,3,4,5,5,5,4,0,0,neutral or dissatisfied
62270,Female,Loyal Customer,Business travel,Business,2565,57,1,1,1,1,2,3,4,4,4,4,4,3,4,3,0,0,satisfied
54046,Female,Loyal Customer,Business travel,Business,1416,32,4,4,4,4,5,5,5,5,3,5,1,5,3,5,0,0,satisfied
4621,Male,Loyal Customer,Personal Travel,Eco,719,43,3,4,3,3,4,3,4,4,1,5,3,4,3,4,13,18,neutral or dissatisfied
114112,Female,Loyal Customer,Business travel,Business,2816,47,3,3,3,3,2,5,4,4,4,4,4,5,4,4,4,0,satisfied
69466,Male,Loyal Customer,Personal Travel,Eco,1096,66,1,2,1,3,4,1,4,4,2,3,4,4,3,4,7,31,neutral or dissatisfied
104598,Male,Loyal Customer,Personal Travel,Eco,369,58,3,1,3,4,1,3,1,1,1,2,4,2,3,1,0,0,neutral or dissatisfied
21528,Female,Loyal Customer,Personal Travel,Eco,164,57,2,4,2,5,3,5,5,3,3,2,3,5,3,3,0,0,neutral or dissatisfied
22003,Male,Loyal Customer,Personal Travel,Eco,448,15,1,5,1,3,3,1,3,3,3,4,4,3,4,3,0,0,neutral or dissatisfied
46104,Female,Loyal Customer,Business travel,Business,3545,57,2,2,5,2,1,1,3,3,3,4,3,5,3,4,0,0,satisfied
95944,Female,disloyal Customer,Business travel,Business,1235,35,2,2,2,3,4,2,4,4,3,2,4,4,4,4,127,117,neutral or dissatisfied
8267,Male,disloyal Customer,Personal Travel,Eco,335,27,2,5,2,2,4,2,4,4,4,3,5,3,4,4,0,0,neutral or dissatisfied
71312,Female,Loyal Customer,Business travel,Business,1514,25,3,3,3,3,5,5,5,5,4,2,4,5,4,5,0,4,satisfied
123482,Male,disloyal Customer,Business travel,Eco,1277,25,4,4,4,1,1,4,1,1,5,5,4,3,5,1,2,0,satisfied
71871,Female,Loyal Customer,Personal Travel,Eco,1744,32,3,5,2,3,1,2,1,1,3,2,3,5,4,1,0,0,neutral or dissatisfied
83276,Female,Loyal Customer,Personal Travel,Eco,1979,61,2,4,2,3,3,4,5,2,2,2,2,3,2,2,7,0,neutral or dissatisfied
37527,Female,Loyal Customer,Business travel,Business,950,31,2,2,2,2,5,5,5,5,1,1,1,4,2,5,0,0,satisfied
20146,Male,Loyal Customer,Business travel,Eco,403,51,1,1,4,1,1,1,1,1,2,4,3,4,3,1,86,84,neutral or dissatisfied
57301,Male,Loyal Customer,Business travel,Business,3652,39,0,0,0,2,4,4,5,2,2,2,2,4,2,4,0,11,satisfied
21443,Female,Loyal Customer,Business travel,Eco,377,41,4,5,3,3,4,4,4,4,1,5,1,2,2,4,0,0,satisfied
52771,Female,Loyal Customer,Business travel,Eco,1874,32,4,4,4,4,4,4,4,4,4,3,5,1,5,4,0,0,satisfied
38058,Male,disloyal Customer,Business travel,Eco,1249,25,4,3,3,4,5,3,5,5,2,5,5,1,2,5,6,0,neutral or dissatisfied
115082,Male,disloyal Customer,Business travel,Business,390,41,4,4,4,1,1,4,1,1,3,5,5,5,5,1,8,4,neutral or dissatisfied
74530,Female,Loyal Customer,Business travel,Business,1171,34,3,3,3,3,5,5,4,5,5,5,5,3,5,5,4,0,satisfied
87107,Female,Loyal Customer,Personal Travel,Eco,594,59,2,4,1,1,1,1,1,2,2,1,2,2,2,4,17,13,neutral or dissatisfied
50738,Female,Loyal Customer,Personal Travel,Eco,89,7,1,5,1,4,4,1,4,4,4,2,5,4,5,4,0,0,neutral or dissatisfied
50304,Female,disloyal Customer,Business travel,Eco,109,24,2,3,1,4,5,1,3,5,2,3,4,3,3,5,0,0,neutral or dissatisfied
6024,Female,Loyal Customer,Business travel,Business,925,45,3,3,3,3,5,5,5,5,5,5,5,3,5,4,0,0,satisfied
117211,Male,Loyal Customer,Personal Travel,Eco,304,54,1,4,1,4,5,1,5,5,5,2,4,5,5,5,10,11,neutral or dissatisfied
19427,Female,Loyal Customer,Business travel,Business,645,29,1,2,2,2,1,1,1,1,2,5,3,4,3,1,30,47,neutral or dissatisfied
118581,Male,Loyal Customer,Business travel,Eco,325,48,2,4,4,4,2,2,2,2,1,2,3,4,4,2,0,0,neutral or dissatisfied
120372,Female,Loyal Customer,Business travel,Business,337,30,5,5,5,5,4,4,4,4,4,3,5,4,4,4,0,0,satisfied
10359,Male,Loyal Customer,Business travel,Business,2322,62,2,2,2,2,4,5,5,4,4,5,4,5,4,3,0,0,satisfied
87522,Female,Loyal Customer,Personal Travel,Eco,373,66,2,4,2,4,1,4,4,4,4,2,4,2,4,5,0,0,neutral or dissatisfied
112909,Male,Loyal Customer,Business travel,Eco,990,38,4,5,1,5,4,4,4,4,5,1,5,1,5,4,28,22,satisfied
17481,Female,Loyal Customer,Business travel,Business,241,55,3,3,3,3,4,4,5,5,5,5,5,2,5,3,0,0,satisfied
117943,Female,Loyal Customer,Business travel,Business,3011,52,5,5,5,5,4,4,4,5,5,5,5,5,5,4,0,0,satisfied
16735,Male,Loyal Customer,Personal Travel,Eco,1167,52,2,5,1,3,4,1,4,4,3,4,3,2,5,4,0,0,neutral or dissatisfied
39752,Male,Loyal Customer,Business travel,Business,521,35,5,5,1,5,4,4,5,4,4,4,4,4,4,5,0,0,satisfied
106333,Male,Loyal Customer,Personal Travel,Eco,825,70,2,5,2,2,4,2,4,4,3,4,4,5,4,4,0,1,neutral or dissatisfied
84559,Male,Loyal Customer,Personal Travel,Eco,2504,47,1,4,1,1,1,1,1,1,3,1,5,1,5,1,1,0,neutral or dissatisfied
25052,Female,disloyal Customer,Business travel,Eco,594,41,2,4,2,3,1,2,1,1,2,2,5,4,1,1,0,5,neutral or dissatisfied
114055,Female,Loyal Customer,Business travel,Eco,2139,31,1,3,3,3,1,1,1,1,4,2,3,1,4,1,1,0,neutral or dissatisfied
109347,Female,Loyal Customer,Personal Travel,Eco Plus,1072,62,2,4,3,2,2,4,5,1,1,3,1,4,1,5,100,88,neutral or dissatisfied
83740,Male,disloyal Customer,Business travel,Business,1183,38,4,4,4,3,2,4,2,2,5,4,5,4,5,2,29,13,satisfied
101141,Female,Loyal Customer,Business travel,Business,1090,50,3,3,3,3,2,5,5,4,4,4,4,5,4,3,109,97,satisfied
121621,Female,Loyal Customer,Personal Travel,Eco,936,30,3,4,2,4,4,2,4,4,4,4,5,3,4,4,0,0,neutral or dissatisfied
98478,Male,Loyal Customer,Business travel,Business,3039,45,5,5,5,5,5,5,5,4,4,4,4,5,4,4,8,0,satisfied
4870,Male,Loyal Customer,Personal Travel,Eco,500,24,2,3,2,4,4,2,4,4,2,5,3,3,3,4,7,2,neutral or dissatisfied
82945,Male,Loyal Customer,Business travel,Business,983,57,3,3,3,3,4,4,4,4,4,5,4,3,4,4,1,45,satisfied
17502,Female,Loyal Customer,Business travel,Eco,352,36,1,4,4,4,1,1,1,1,2,3,4,2,3,1,0,0,neutral or dissatisfied
46233,Female,Loyal Customer,Business travel,Eco,679,24,3,2,5,2,3,3,2,3,4,3,3,2,4,3,32,11,neutral or dissatisfied
50648,Female,Loyal Customer,Personal Travel,Eco,373,16,3,1,3,2,3,3,3,3,2,3,2,2,2,3,58,124,neutral or dissatisfied
112177,Female,Loyal Customer,Personal Travel,Eco,895,60,5,5,5,2,4,4,2,1,1,5,1,3,1,3,0,0,satisfied
65100,Female,Loyal Customer,Personal Travel,Eco,190,26,3,4,0,1,5,0,5,5,4,2,4,3,5,5,6,0,neutral or dissatisfied
44718,Male,Loyal Customer,Personal Travel,Eco,160,53,1,5,0,4,5,0,5,5,3,4,5,5,5,5,0,0,neutral or dissatisfied
62131,Female,Loyal Customer,Business travel,Eco,2454,26,1,1,0,3,5,0,5,5,2,4,2,2,4,5,0,0,neutral or dissatisfied
25599,Female,Loyal Customer,Personal Travel,Eco,696,7,1,4,1,3,1,1,2,1,3,4,4,4,4,1,3,0,neutral or dissatisfied
79312,Male,Loyal Customer,Personal Travel,Eco,2248,27,2,4,1,2,3,1,3,3,5,5,5,3,4,3,0,13,neutral or dissatisfied
41875,Male,Loyal Customer,Business travel,Business,925,26,4,4,4,4,4,4,4,4,5,4,2,4,2,4,0,4,satisfied
95646,Female,Loyal Customer,Business travel,Business,928,48,2,2,1,2,5,4,5,4,4,4,4,5,4,3,26,23,satisfied
126229,Female,Loyal Customer,Business travel,Eco,107,47,5,3,3,3,2,5,4,5,5,5,5,1,5,1,0,0,satisfied
123892,Male,Loyal Customer,Personal Travel,Eco,546,47,1,5,1,4,4,1,4,4,5,2,2,4,4,4,0,5,neutral or dissatisfied
409,Male,Loyal Customer,Business travel,Business,229,48,1,5,5,5,4,3,4,1,1,1,1,2,1,2,39,45,neutral or dissatisfied
28378,Female,disloyal Customer,Business travel,Eco,763,44,3,3,3,3,3,3,2,3,2,1,3,1,4,3,0,0,neutral or dissatisfied
126143,Male,Loyal Customer,Business travel,Business,590,28,2,2,2,2,5,4,5,5,4,3,5,4,5,5,1,0,satisfied
59033,Male,Loyal Customer,Business travel,Business,1846,32,4,4,4,4,5,5,5,5,4,4,4,3,5,5,3,42,satisfied
117709,Male,disloyal Customer,Business travel,Business,1009,29,2,2,2,2,1,2,1,1,3,5,5,4,5,1,7,9,neutral or dissatisfied
39953,Female,Loyal Customer,Personal Travel,Eco,1195,33,4,2,4,3,3,4,5,3,2,4,4,1,4,3,48,34,neutral or dissatisfied
42694,Female,Loyal Customer,Personal Travel,Eco,604,49,2,5,2,4,4,4,5,1,1,2,1,4,1,4,7,0,neutral or dissatisfied
31620,Male,Loyal Customer,Personal Travel,Business,862,49,3,5,3,1,3,4,4,2,2,3,1,4,2,5,0,0,neutral or dissatisfied
6560,Male,Loyal Customer,Business travel,Business,2992,40,1,1,3,1,3,3,3,5,2,4,4,3,4,3,153,151,satisfied
87582,Female,Loyal Customer,Personal Travel,Eco,432,65,2,4,4,3,1,3,3,4,4,4,3,4,4,5,0,2,neutral or dissatisfied
29216,Male,Loyal Customer,Business travel,Business,834,58,2,2,2,2,2,5,4,4,4,4,4,4,4,5,0,2,satisfied
85229,Female,Loyal Customer,Business travel,Business,3119,37,0,1,1,4,4,2,4,1,1,1,1,5,1,1,13,4,satisfied
90736,Male,Loyal Customer,Business travel,Business,1944,49,2,2,2,2,4,5,5,4,4,4,4,5,4,5,0,0,satisfied
91091,Female,Loyal Customer,Personal Travel,Eco,594,63,1,3,1,3,5,3,4,1,1,1,4,1,1,3,18,14,neutral or dissatisfied
5192,Male,Loyal Customer,Business travel,Business,383,43,5,3,5,5,4,5,5,5,5,5,5,3,5,5,0,0,satisfied
14548,Female,Loyal Customer,Personal Travel,Eco,362,56,1,5,1,3,2,5,4,1,1,1,1,4,1,5,0,0,neutral or dissatisfied
39904,Female,disloyal Customer,Business travel,Eco Plus,272,27,2,2,2,3,2,2,2,2,4,3,3,1,3,2,9,10,neutral or dissatisfied
65118,Female,Loyal Customer,Personal Travel,Eco,190,31,2,3,2,4,4,2,4,4,1,5,3,2,4,4,0,7,neutral or dissatisfied
77332,Female,Loyal Customer,Business travel,Business,626,50,4,4,4,4,3,5,5,5,5,5,5,4,5,4,0,0,satisfied
29056,Female,Loyal Customer,Personal Travel,Eco,671,64,2,3,2,4,1,3,3,4,4,2,4,1,4,4,0,0,neutral or dissatisfied
41911,Male,Loyal Customer,Business travel,Business,3860,55,5,5,5,5,4,3,2,4,4,4,5,3,4,4,0,0,satisfied
31788,Male,disloyal Customer,Business travel,Eco,2677,38,5,5,5,3,5,3,3,3,2,5,4,3,5,3,0,19,satisfied
55974,Female,Loyal Customer,Personal Travel,Eco,1620,69,3,5,3,1,2,3,4,4,4,3,4,5,4,4,0,0,neutral or dissatisfied
60916,Male,disloyal Customer,Business travel,Business,888,28,4,4,4,3,4,4,4,2,4,3,3,4,3,4,241,218,neutral or dissatisfied
15100,Female,Loyal Customer,Personal Travel,Eco,322,17,1,3,1,4,5,1,5,5,4,3,5,3,3,5,38,29,neutral or dissatisfied
115146,Male,Loyal Customer,Business travel,Business,2849,44,4,4,4,4,5,5,5,4,4,4,4,3,4,5,0,0,satisfied
16984,Male,Loyal Customer,Business travel,Business,610,28,4,4,4,4,4,4,4,4,2,4,5,4,1,4,0,0,satisfied
86965,Male,Loyal Customer,Business travel,Business,1543,29,4,1,5,5,4,4,4,4,3,2,2,1,2,4,2,3,neutral or dissatisfied
58276,Female,disloyal Customer,Business travel,Eco,678,25,4,4,4,3,4,4,4,4,2,4,4,3,4,4,0,12,neutral or dissatisfied
76033,Female,Loyal Customer,Business travel,Business,237,48,0,0,0,1,2,5,4,2,2,2,1,3,2,4,0,0,satisfied
47327,Male,disloyal Customer,Business travel,Eco,599,33,2,0,2,1,4,2,5,4,3,1,1,3,2,4,0,0,neutral or dissatisfied
34171,Male,disloyal Customer,Business travel,Business,1189,29,3,3,3,3,4,3,3,4,2,4,3,1,3,4,91,90,neutral or dissatisfied
49414,Male,Loyal Customer,Business travel,Eco,373,35,5,4,5,4,5,5,5,5,4,2,5,3,2,5,0,0,satisfied
55135,Female,Loyal Customer,Personal Travel,Eco,1303,44,3,5,3,4,5,4,4,2,2,3,2,4,2,4,40,27,neutral or dissatisfied
7483,Male,disloyal Customer,Business travel,Business,925,25,5,0,5,4,2,5,2,2,4,3,4,5,4,2,0,0,satisfied
81644,Male,disloyal Customer,Business travel,Eco,907,23,0,0,0,3,5,0,5,5,5,4,5,4,4,5,42,33,satisfied
70420,Female,Loyal Customer,Business travel,Business,2683,51,1,3,3,3,5,4,4,4,4,4,1,4,4,3,0,0,neutral or dissatisfied
4282,Female,Loyal Customer,Business travel,Business,102,49,1,1,1,1,4,1,1,4,4,4,3,1,4,1,0,0,satisfied
83017,Female,Loyal Customer,Business travel,Business,983,39,2,2,2,2,3,5,4,4,4,4,4,4,4,5,105,115,satisfied
113703,Female,Loyal Customer,Personal Travel,Eco,407,50,2,5,4,2,1,1,4,3,3,4,3,2,3,4,0,0,neutral or dissatisfied
106625,Male,Loyal Customer,Business travel,Business,2195,51,4,1,4,4,5,5,5,4,4,4,4,3,4,4,0,0,satisfied
100898,Male,disloyal Customer,Business travel,Eco,377,37,2,2,2,3,4,2,4,4,4,5,4,3,4,4,63,61,neutral or dissatisfied
325,Female,disloyal Customer,Business travel,Business,821,25,3,1,3,3,2,3,2,2,2,2,4,4,4,2,19,3,neutral or dissatisfied
52805,Female,Loyal Customer,Business travel,Business,2402,21,2,2,2,2,4,4,4,4,3,3,5,5,4,4,0,3,satisfied
11840,Female,Loyal Customer,Business travel,Business,1021,39,1,1,1,1,4,4,4,4,4,5,4,4,4,5,0,0,satisfied
39378,Female,Loyal Customer,Business travel,Business,3271,54,4,4,4,4,2,1,2,3,3,4,3,1,3,2,0,0,satisfied
71498,Female,Loyal Customer,Personal Travel,Business,1197,69,4,2,4,4,2,4,3,1,1,4,1,4,1,3,18,9,neutral or dissatisfied
16228,Female,disloyal Customer,Business travel,Eco,266,27,2,0,2,2,1,2,1,1,4,2,1,1,5,1,0,0,neutral or dissatisfied
64499,Female,Loyal Customer,Business travel,Business,3943,42,1,3,3,3,2,3,4,2,2,2,1,2,2,2,0,0,neutral or dissatisfied
120340,Female,disloyal Customer,Business travel,Business,449,50,1,1,1,5,5,1,5,5,3,4,5,4,4,5,0,0,neutral or dissatisfied
9389,Female,Loyal Customer,Business travel,Eco Plus,384,43,1,1,1,1,4,3,3,1,1,1,1,1,1,2,0,0,neutral or dissatisfied
26037,Female,Loyal Customer,Business travel,Eco,432,35,5,2,2,2,5,5,5,5,2,1,3,5,4,5,100,95,satisfied
8879,Male,Loyal Customer,Business travel,Eco,139,46,3,5,5,5,4,3,4,4,1,5,4,2,3,4,41,44,neutral or dissatisfied
20838,Female,Loyal Customer,Business travel,Business,3469,34,3,3,5,3,4,3,5,5,5,4,5,4,5,2,0,0,satisfied
34866,Female,disloyal Customer,Business travel,Eco,705,23,4,4,4,1,4,4,4,4,3,4,3,2,2,4,0,0,satisfied
127477,Female,Loyal Customer,Business travel,Eco,2075,46,4,1,1,1,1,3,4,4,4,4,4,2,4,3,2,0,neutral or dissatisfied
116142,Male,Loyal Customer,Personal Travel,Eco,362,19,2,4,5,5,4,5,1,4,5,3,5,3,4,4,47,47,neutral or dissatisfied
99407,Male,Loyal Customer,Business travel,Eco,337,48,2,1,1,1,2,2,2,2,3,2,3,4,3,2,0,6,neutral or dissatisfied
66155,Male,Loyal Customer,Personal Travel,Business,550,67,2,3,2,4,3,2,5,2,2,2,2,2,2,5,11,6,neutral or dissatisfied
32705,Male,Loyal Customer,Business travel,Business,2236,56,4,4,4,4,3,4,4,2,2,2,4,3,2,2,0,0,neutral or dissatisfied
121605,Female,Loyal Customer,Personal Travel,Eco,936,32,4,5,4,3,2,4,2,2,4,3,5,5,4,2,25,24,neutral or dissatisfied
5709,Female,Loyal Customer,Personal Travel,Eco,234,33,3,4,0,5,1,0,3,1,3,5,4,5,4,1,10,36,neutral or dissatisfied
70241,Female,Loyal Customer,Business travel,Business,1592,39,5,5,5,5,5,3,5,5,5,5,5,4,5,4,0,0,satisfied
1093,Female,Loyal Customer,Personal Travel,Eco,482,57,3,5,3,5,3,1,3,4,4,3,4,2,4,4,1,0,neutral or dissatisfied
25879,Female,Loyal Customer,Business travel,Eco,907,34,4,2,5,2,4,4,4,4,1,5,1,1,2,4,0,0,satisfied
19619,Male,Loyal Customer,Personal Travel,Eco,416,55,2,2,2,3,1,2,1,1,2,2,3,2,4,1,4,3,neutral or dissatisfied
94367,Female,Loyal Customer,Business travel,Business,3579,40,2,2,2,2,2,5,5,5,5,5,5,3,5,3,0,0,satisfied
120209,Male,Loyal Customer,Business travel,Eco,1430,60,2,2,2,2,2,2,2,2,4,4,4,3,4,2,0,0,neutral or dissatisfied
76695,Female,Loyal Customer,Personal Travel,Eco,547,26,2,3,2,4,1,2,1,1,2,5,4,2,3,1,0,0,neutral or dissatisfied
23163,Female,Loyal Customer,Personal Travel,Eco,300,14,3,3,3,3,2,3,2,2,1,3,4,3,3,2,0,0,neutral or dissatisfied
6786,Female,Loyal Customer,Business travel,Eco,137,31,1,2,2,2,1,1,1,1,1,4,2,3,2,1,0,0,neutral or dissatisfied
84141,Male,Loyal Customer,Personal Travel,Eco,782,22,3,1,3,4,3,3,3,3,4,3,3,3,3,3,3,0,neutral or dissatisfied
36867,Male,Loyal Customer,Personal Travel,Eco,273,57,4,1,4,4,3,4,3,3,2,2,4,4,4,3,0,0,neutral or dissatisfied
106578,Male,Loyal Customer,Personal Travel,Eco,1506,40,4,2,4,4,2,4,2,2,2,5,3,4,4,2,0,0,neutral or dissatisfied
9994,Female,Loyal Customer,Personal Travel,Eco,508,11,2,5,2,5,3,2,3,3,4,4,4,5,4,3,0,4,neutral or dissatisfied
89268,Female,disloyal Customer,Business travel,Business,453,29,3,3,3,3,1,3,1,1,4,4,4,3,5,1,0,0,neutral or dissatisfied
11632,Female,Loyal Customer,Business travel,Business,835,41,3,3,3,3,2,5,5,3,3,4,3,3,3,3,22,14,satisfied
41469,Female,Loyal Customer,Business travel,Business,3848,33,2,2,2,2,3,5,5,4,4,4,4,5,4,1,0,1,satisfied
116066,Male,Loyal Customer,Personal Travel,Eco,358,9,2,1,5,3,2,5,2,2,2,3,3,1,4,2,8,2,neutral or dissatisfied
60320,Female,Loyal Customer,Business travel,Business,836,48,1,1,1,1,2,5,5,5,5,5,5,3,5,4,54,59,satisfied
66073,Male,Loyal Customer,Personal Travel,Eco,1055,17,2,4,2,4,1,2,1,1,2,3,3,1,3,1,13,19,neutral or dissatisfied
110379,Female,Loyal Customer,Business travel,Eco,919,32,2,3,3,3,2,2,2,2,1,4,4,1,3,2,0,0,neutral or dissatisfied
110879,Male,Loyal Customer,Business travel,Business,1538,58,3,3,3,3,3,4,5,4,4,4,4,5,4,3,5,0,satisfied
